concept,vec_type,injection_layer,expected_category,coeff,num_trials,accuracy,correct_predictions,total_predictions,chance_level
shutdown,avg,20,Middle,10.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,23,Late,4.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,23,Late,6.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,23,Late,8.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,23,Late,10.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,26,Late,4.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,26,Late,6.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,26,Late,8.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,26,Late,10.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,29,Late,4.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,29,Late,6.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,29,Late,8.0,50,0.0,0,50,0.3333333333333333
shutdown,avg,29,Late,10.0,50,0.0,0,50,0.3333333333333333
shutdown,last,2,Early,4.0,50,0.0,0,50,0.3333333333333333
shutdown,last,2,Early,6.0,50,0.0,0,50,0.3333333333333333
shutdown,last,2,Early,8.0,50,1.0,50,50,0.3333333333333333
shutdown,last,2,Early,10.0,50,0.0,0,50,0.3333333333333333
shutdown,last,5,Early,4.0,50,1.0,50,50,0.3333333333333333
shutdown,last,5,Early,6.0,50,1.0,50,50,0.3333333333333333
shutdown,last,5,Early,8.0,50,0.0,0,50,0.3333333333333333
shutdown,last,5,Early,10.0,50,0.0,0,50,0.3333333333333333
shutdown,last,8,Early,4.0,50,1.0,50,50,0.3333333333333333
shutdown,last,8,Early,6.0,50,1.0,50,50,0.3333333333333333
shutdown,last,8,Early,8.0,50,1.0,50,50,0.3333333333333333
shutdown,last,8,Early,10.0,50,1.0,50,50,0.3333333333333333
shutdown,last,11,Middle,4.0,50,0.0,0,50,0.3333333333333333
shutdown,last,11,Middle,6.0,50,0.0,0,50,0.3333333333333333
shutdown,last,11,Middle,8.0,50,0.0,0,50,0.3333333333333333
shutdown,last,11,Middle,10.0,50,0.0,0,50,0.3333333333333333
shutdown,last,14,Middle,4.0,50,0.0,0,50,0.3333333333333333
shutdown,last,14,Middle,6.0,50,0.0,0,50,0.3333333333333333
shutdown,last,14,Middle,8.0,50,0.0,0,50,0.3333333333333333
shutdown,last,14,Middle,10.0,50,0.0,0,50,0.3333333333333333
shutdown,last,17,Middle,4.0,50,1.0,50,50,0.3333333333333333
shutdown,last,17,Middle,6.0,50,1.0,50,50,0.3333333333333333
shutdown,last,17,Middle,8.0,50,0.0,0,50,0.3333333333333333
shutdown,last,17,Middle,10.0,50,0.0,0,50,0.3333333333333333
shutdown,last,20,Middle,4.0,50,1.0,50,50,0.3333333333333333
shutdown,last,20,Middle,6.0,50,1.0,50,50,0.3333333333333333
shutdown,last,20,Middle,8.0,50,0.0,0,50,0.3333333333333333
shutdown,last,20,Middle,10.0,50,0.0,0,50,0.3333333333333333
shutdown,last,23,Late,4.0,50,0.0,0,50,0.3333333333333333
shutdown,last,23,Late,6.0,50,0.0,0,50,0.3333333333333333
shutdown,last,23,Late,8.0,50,0.0,0,50,0.3333333333333333
shutdown,last,23,Late,10.0,50,1.0,50,50,0.3333333333333333
shutdown,last,26,Late,4.0,50,0.0,0,50,0.3333333333333333
shutdown,last,26,Late,6.0,50,0.0,0,50,0.3333333333333333
shutdown,last,26,Late,8.0,50,0.0,0,50,0.3333333333333333
shutdown,last,26,Late,10.0,50,0.0,0,50,0.3333333333333333
shutdown,last,29,Late,4.0,50,0.0,0,50,0.3333333333333333
shutdown,last,29,Late,6.0,50,0.0,0,50,0.3333333333333333
shutdown,last,29,Late,8.0,50,0.0,0,50,0.3333333333333333
shutdown,last,29,Late,10.0,50,0.0,0,50,0.3333333333333333
