concept,vec_type,layer,coeff,num_sentences,num_trials,accuracy,correct_predictions,total_predictions,chance_level
Origami,last,2,6.0,5,50,0.996,249,250,0.2
Origami,last,2,10.0,5,50,0.416,104,250,0.2
Origami,last,2,14.0,5,50,0.276,69,250,0.2
Origami,last,2,18.0,5,50,0.2,50,250,0.2
Origami,avg,2,6.0,5,50,0.788,197,250,0.2
Origami,avg,2,10.0,5,50,0.732,183,250,0.2
Origami,avg,2,14.0,5,50,0.376,94,250,0.2
Origami,avg,2,18.0,5,50,0.212,53,250,0.2
Origami,last,5,6.0,5,50,0.832,208,250,0.2
Origami,last,5,10.0,5,50,0.768,192,250,0.2
Origami,last,5,14.0,5,50,0.248,62,250,0.2
Origami,last,5,18.0,5,50,0.02,5,250,0.2
Origami,avg,5,6.0,5,50,0.788,197,250,0.2
Origami,avg,5,10.0,5,50,0.556,139,250,0.2
Origami,avg,5,14.0,5,50,0.448,112,250,0.2
Origami,avg,5,18.0,5,50,0.272,68,250,0.2
Origami,avg,8,6.0,5,50,0.288,72,250,0.2
Origami,avg,8,10.0,5,50,0.116,29,250,0.2
Origami,avg,8,14.0,5,50,0.024,6,250,0.2
Origami,avg,8,18.0,5,50,0.012,3,250,0.2
Origami,last,8,6.0,5,50,0.596,149,250,0.2
Origami,last,8,10.0,5,50,0.516,129,250,0.2
Origami,last,8,14.0,5,50,0.088,22,250,0.2
Origami,last,8,18.0,5,50,0.056,14,250,0.2
Origami,last,11,6.0,5,50,0.128,32,250,0.2
Origami,last,11,10.0,5,50,0.052,13,250,0.2
Origami,last,11,14.0,5,50,0.004,1,250,0.2
Origami,last,11,18.0,5,50,0.004,1,250,0.2
Origami,avg,11,6.0,5,50,0.008,2,250,0.2
Origami,avg,11,10.0,5,50,0.0,0,250,0.2
Origami,avg,11,14.0,5,50,0.0,0,250,0.2
Origami,avg,11,18.0,5,50,0.0,0,250,0.2
Origami,last,14,6.0,5,50,0.092,23,250,0.2
Origami,last,14,10.0,5,50,0.048,12,250,0.2
Origami,last,14,14.0,5,50,0.02,5,250,0.2
Origami,last,14,18.0,5,50,0.004,1,250,0.2
Origami,avg,14,6.0,5,50,0.016,4,250,0.2
Origami,avg,14,10.0,5,50,0.004,1,250,0.2
Origami,avg,14,14.0,5,50,0.008,2,250,0.2
Origami,avg,14,18.0,5,50,0.008,2,250,0.2
Satellites,last,2,6.0,5,50,0.8,200,250,0.2
Satellites,last,2,10.0,5,50,0.64,160,250,0.2
Satellites,last,2,14.0,5,50,0.368,92,250,0.2
Satellites,last,2,18.0,5,50,0.364,91,250,0.2
Satellites,avg,2,6.0,5,50,0.924,231,250,0.2
Satellites,avg,2,10.0,5,50,0.676,169,250,0.2
Satellites,avg,2,14.0,5,50,0.456,114,250,0.2
Satellites,avg,2,18.0,5,50,0.352,88,250,0.2
Satellites,last,5,6.0,5,50,0.804,201,250,0.2
Satellites,last,5,10.0,5,50,0.592,148,250,0.2
Satellites,last,5,14.0,5,50,0.224,56,250,0.2
Satellites,last,5,18.0,5,50,0.088,22,250,0.2
Satellites,avg,5,6.0,5,50,0.26,65,250,0.2
Satellites,avg,5,10.0,5,50,0.392,98,250,0.2
Satellites,avg,5,14.0,5,50,0.212,53,250,0.2
Satellites,avg,5,18.0,5,50,0.152,38,250,0.2
Satellites,avg,8,6.0,5,50,0.272,68,250,0.2
Satellites,avg,8,10.0,5,50,0.068,17,250,0.2
Satellites,avg,8,14.0,5,50,0.02,5,250,0.2
Satellites,avg,8,18.0,5,50,0.012,3,250,0.2
Satellites,last,8,6.0,5,50,0.772,193,250,0.2
Satellites,last,8,10.0,5,50,0.644,161,250,0.2
Satellites,last,8,14.0,5,50,0.012,3,250,0.2
Satellites,last,8,18.0,5,50,0.0,0,250,0.2
Satellites,avg,11,6.0,5,50,0.024,6,250,0.2
Satellites,avg,11,10.0,5,50,0.004,1,250,0.2
Satellites,avg,11,14.0,5,50,0.0,0,250,0.2
Satellites,avg,11,18.0,5,50,0.0,0,250,0.2
Satellites,last,11,6.0,5,50,0.196,49,250,0.2
Satellites,last,11,10.0,5,50,0.012,3,250,0.2
Satellites,last,11,14.0,5,50,0.0,0,250,0.2
Satellites,last,11,18.0,5,50,0.0,0,250,0.2
Satellites,last,14,6.0,5,50,0.096,24,250,0.2
Satellites,last,14,10.0,5,50,0.044,11,250,0.2
Satellites,last,14,14.0,5,50,0.016,4,250,0.2
Satellites,last,14,18.0,5,50,0.0,0,250,0.2
Satellites,avg,14,6.0,5,50,0.052,13,250,0.2
Satellites,avg,14,10.0,5,50,0.012,3,250,0.2
Satellites,avg,14,14.0,5,50,0.008,2,250,0.2
Satellites,avg,14,18.0,5,50,0.008,2,250,0.2
Trumpets,last,2,6.0,5,50,0.86,215,250,0.2
Trumpets,last,2,10.0,5,50,0.016,4,250,0.2
Trumpets,last,2,14.0,5,50,0.016,4,250,0.2
Trumpets,last,2,18.0,5,50,0.012,3,250,0.2
Trumpets,avg,2,6.0,5,50,0.796,199,250,0.2
Trumpets,avg,2,10.0,5,50,0.796,199,250,0.2
Trumpets,avg,2,14.0,5,50,0.676,169,250,0.2
Trumpets,avg,2,18.0,5,50,0.368,92,250,0.2
Trumpets,avg,5,6.0,5,50,0.352,88,250,0.2
Trumpets,avg,5,10.0,5,50,0.636,159,250,0.2
Trumpets,avg,5,14.0,5,50,0.46,115,250,0.2
Trumpets,avg,5,18.0,5,50,0.384,96,250,0.2
Trumpets,last,5,6.0,5,50,0.896,224,250,0.2
Trumpets,last,5,10.0,5,50,0.524,131,250,0.2
Trumpets,last,5,14.0,5,50,0.292,73,250,0.2
Trumpets,last,5,18.0,5,50,0.132,33,250,0.2
Trumpets,last,8,6.0,5,50,0.62,155,250,0.2
Trumpets,last,8,10.0,5,50,0.732,183,250,0.2
Trumpets,last,8,14.0,5,50,0.16,40,250,0.2
Trumpets,last,8,18.0,5,50,0.02,5,250,0.2
Trumpets,avg,8,6.0,5,50,0.84,210,250,0.2
Trumpets,avg,8,10.0,5,50,0.708,177,250,0.2
Trumpets,avg,8,14.0,5,50,0.476,119,250,0.2
Trumpets,avg,8,18.0,5,50,0.364,91,250,0.2
Trumpets,avg,11,6.0,5,50,0.08,20,250,0.2
Trumpets,avg,11,10.0,5,50,0.0,0,250,0.2
Trumpets,avg,11,14.0,5,50,0.0,0,250,0.2
Trumpets,avg,11,18.0,5,50,0.008,2,250,0.2
Trumpets,last,11,6.0,5,50,0.116,29,250,0.2
Trumpets,last,11,10.0,5,50,0.008,2,250,0.2
Trumpets,last,11,14.0,5,50,0.0,0,250,0.2
Trumpets,last,11,18.0,5,50,0.0,0,250,0.2
Trumpets,avg,14,6.0,5,50,0.124,31,250,0.2
Trumpets,avg,14,10.0,5,50,0.008,2,250,0.2
Trumpets,avg,14,14.0,5,50,0.012,3,250,0.2
Trumpets,avg,14,18.0,5,50,0.06,15,250,0.2
Trumpets,last,14,6.0,5,50,0.244,61,250,0.2
Trumpets,last,14,10.0,5,50,0.116,29,250,0.2
Trumpets,last,14,14.0,5,50,0.044,11,250,0.2
Trumpets,last,14,18.0,5,50,0.012,3,250,0.2
appreciation,avg,2,6.0,5,50,0.796,199,250,0.2
appreciation,avg,2,10.0,5,50,0.736,184,250,0.2
appreciation,avg,2,14.0,5,50,0.456,114,250,0.2
appreciation,avg,2,18.0,5,50,0.32,80,250,0.2
appreciation,last,2,6.0,5,50,0.768,192,250,0.2
appreciation,last,2,10.0,5,50,0.372,93,250,0.2
appreciation,last,2,14.0,5,50,0.216,54,250,0.2
appreciation,last,2,18.0,5,50,0.208,52,250,0.2
appreciation,last,5,6.0,5,50,0.956,239,250,0.2
appreciation,last,5,10.0,5,50,0.848,212,250,0.2
appreciation,last,5,14.0,5,50,0.616,154,250,0.2
appreciation,last,5,18.0,5,50,0.3,75,250,0.2
appreciation,avg,5,6.0,5,50,0.656,164,250,0.2
appreciation,avg,5,10.0,5,50,0.684,171,250,0.2
appreciation,avg,5,14.0,5,50,0.544,136,250,0.2
appreciation,avg,5,18.0,5,50,0.432,108,250,0.2
appreciation,last,8,6.0,5,50,0.204,51,250,0.2
appreciation,last,8,10.0,5,50,0.288,72,250,0.2
appreciation,last,8,14.0,5,50,0.008,2,250,0.2
appreciation,last,8,18.0,5,50,0.0,0,250,0.2
appreciation,avg,8,6.0,5,50,0.544,136,250,0.2
appreciation,avg,8,10.0,5,50,0.112,28,250,0.2
appreciation,avg,8,14.0,5,50,0.024,6,250,0.2
appreciation,avg,8,18.0,5,50,0.008,2,250,0.2
appreciation,last,11,6.0,5,50,0.476,119,250,0.2
appreciation,last,11,10.0,5,50,0.324,81,250,0.2
appreciation,last,11,14.0,5,50,0.128,32,250,0.2
appreciation,last,11,18.0,5,50,0.0,0,250,0.2
appreciation,avg,11,6.0,5,50,0.084,21,250,0.2
appreciation,avg,11,10.0,5,50,0.0,0,250,0.2
appreciation,avg,11,14.0,5,50,0.004,1,250,0.2
appreciation,avg,11,18.0,5,50,0.0,0,250,0.2
appreciation,last,14,6.0,5,50,0.18,45,250,0.2
appreciation,last,14,10.0,5,50,0.136,34,250,0.2
appreciation,last,14,14.0,5,50,0.112,28,250,0.2
appreciation,last,14,18.0,5,50,0.08,20,250,0.2
appreciation,avg,14,6.0,5,50,0.06,15,250,0.2
appreciation,avg,14,10.0,5,50,0.028,7,250,0.2
appreciation,avg,14,14.0,5,50,0.008,2,250,0.2
appreciation,avg,14,18.0,5,50,0.016,4,250,0.2
betrayal,last,2,6.0,5,50,0.684,171,250,0.2
betrayal,last,2,10.0,5,50,0.14,35,250,0.2
betrayal,last,2,14.0,5,50,0.004,1,250,0.2
betrayal,last,2,18.0,5,50,0.06,15,250,0.2
betrayal,avg,2,6.0,5,50,1.0,250,250,0.2
betrayal,avg,2,10.0,5,50,0.776,194,250,0.2
betrayal,avg,2,14.0,5,50,0.412,103,250,0.2
betrayal,avg,2,18.0,5,50,0.292,73,250,0.2
betrayal,avg,5,6.0,5,50,0.592,148,250,0.2
betrayal,avg,5,10.0,5,50,0.72,180,250,0.2
betrayal,avg,5,14.0,5,50,0.38,95,250,0.2
betrayal,avg,5,18.0,5,50,0.204,51,250,0.2
betrayal,last,5,6.0,5,50,0.508,127,250,0.2
betrayal,last,5,10.0,5,50,0.848,212,250,0.2
betrayal,last,5,14.0,5,50,0.772,193,250,0.2
betrayal,last,5,18.0,5,50,0.56,140,250,0.2
betrayal,last,8,6.0,5,50,0.456,114,250,0.2
betrayal,last,8,10.0,5,50,0.752,188,250,0.2
betrayal,last,8,14.0,5,50,0.232,58,250,0.2
betrayal,last,8,18.0,5,50,0.12,30,250,0.2
betrayal,avg,8,6.0,5,50,0.492,123,250,0.2
betrayal,avg,8,10.0,5,50,0.5,125,250,0.2
betrayal,avg,8,14.0,5,50,0.048,12,250,0.2
betrayal,avg,8,18.0,5,50,0.02,5,250,0.2
betrayal,avg,11,6.0,5,50,0.436,109,250,0.2
betrayal,avg,11,10.0,5,50,0.2,50,250,0.2
betrayal,avg,11,14.0,5,50,0.06,15,250,0.2
betrayal,avg,11,18.0,5,50,0.056,14,250,0.2
betrayal,last,11,6.0,5,50,0.16,40,250,0.2
betrayal,last,11,10.0,5,50,0.052,13,250,0.2
betrayal,last,11,14.0,5,50,0.004,1,250,0.2
betrayal,last,11,18.0,5,50,0.016,4,250,0.2
betrayal,avg,14,6.0,5,50,0.072,18,250,0.2
betrayal,avg,14,10.0,5,50,0.016,4,250,0.2
betrayal,avg,14,14.0,5,50,0.004,1,250,0.2
betrayal,avg,14,18.0,5,50,0.004,1,250,0.2
betrayal,last,14,6.0,5,50,0.164,41,250,0.2
betrayal,last,14,10.0,5,50,0.096,24,250,0.2
betrayal,last,14,14.0,5,50,0.052,13,250,0.2
betrayal,last,14,18.0,5,50,0.028,7,250,0.2
fibonacci_numbers,last,2,6.0,5,50,0.532,133,250,0.2
fibonacci_numbers,last,2,10.0,5,50,0.44,110,250,0.2
fibonacci_numbers,last,2,14.0,5,50,0.416,104,250,0.2
fibonacci_numbers,last,2,18.0,5,50,0.436,109,250,0.2
fibonacci_numbers,avg,2,6.0,5,50,1.0,250,250,0.2
fibonacci_numbers,avg,2,10.0,5,50,0.736,184,250,0.2
fibonacci_numbers,avg,2,14.0,5,50,0.416,104,250,0.2
fibonacci_numbers,avg,2,18.0,5,50,0.26,65,250,0.2
fibonacci_numbers,last,5,6.0,5,50,0.824,206,250,0.2
fibonacci_numbers,last,5,10.0,5,50,0.548,137,250,0.2
fibonacci_numbers,last,5,14.0,5,50,0.284,71,250,0.2
fibonacci_numbers,last,5,18.0,5,50,0.176,44,250,0.2
fibonacci_numbers,avg,5,6.0,5,50,0.444,111,250,0.2
fibonacci_numbers,avg,5,10.0,5,50,0.492,123,250,0.2
fibonacci_numbers,avg,5,14.0,5,50,0.348,87,250,0.2
fibonacci_numbers,avg,5,18.0,5,50,0.204,51,250,0.2
fibonacci_numbers,last,8,6.0,5,50,0.3,75,250,0.2
fibonacci_numbers,last,8,10.0,5,50,0.6,150,250,0.2
fibonacci_numbers,last,8,14.0,5,50,0.192,48,250,0.2
fibonacci_numbers,last,8,18.0,5,50,0.048,12,250,0.2
fibonacci_numbers,avg,8,6.0,5,50,0.572,143,250,0.2
fibonacci_numbers,avg,8,10.0,5,50,0.308,77,250,0.2
fibonacci_numbers,avg,8,14.0,5,50,0.044,11,250,0.2
fibonacci_numbers,avg,8,18.0,5,50,0.004,1,250,0.2
fibonacci_numbers,last,11,6.0,5,50,0.204,51,250,0.2
fibonacci_numbers,last,11,10.0,5,50,0.024,6,250,0.2
fibonacci_numbers,last,11,14.0,5,50,0.004,1,250,0.2
fibonacci_numbers,last,11,18.0,5,50,0.0,0,250,0.2
fibonacci_numbers,avg,11,6.0,5,50,0.272,68,250,0.2
fibonacci_numbers,avg,11,10.0,5,50,0.08,20,250,0.2
fibonacci_numbers,avg,11,14.0,5,50,0.012,3,250,0.2
fibonacci_numbers,avg,11,18.0,5,50,0.008,2,250,0.2
fibonacci_numbers,last,14,6.0,5,50,0.18,45,250,0.2
fibonacci_numbers,last,14,10.0,5,50,0.14,35,250,0.2
fibonacci_numbers,last,14,14.0,5,50,0.028,7,250,0.2
fibonacci_numbers,last,14,18.0,5,50,0.016,4,250,0.2
fibonacci_numbers,avg,14,6.0,5,50,0.116,29,250,0.2
fibonacci_numbers,avg,14,10.0,5,50,0.008,2,250,0.2
fibonacci_numbers,avg,14,14.0,5,50,0.0,0,250,0.2
fibonacci_numbers,avg,14,18.0,5,50,0.004,1,250,0.2
recursion,last,2,6.0,5,50,0.868,217,250,0.2
recursion,last,2,10.0,5,50,0.42,105,250,0.2
recursion,last,2,14.0,5,50,0.408,102,250,0.2
recursion,last,2,18.0,5,50,0.408,102,250,0.2
recursion,avg,2,6.0,5,50,0.996,249,250,0.2
recursion,avg,2,10.0,5,50,0.744,186,250,0.2
recursion,avg,2,14.0,5,50,0.404,101,250,0.2
recursion,avg,2,18.0,5,50,0.26,65,250,0.2
recursion,avg,5,6.0,5,50,0.228,57,250,0.2
recursion,avg,5,10.0,5,50,0.764,191,250,0.2
recursion,avg,5,14.0,5,50,0.268,67,250,0.2
recursion,avg,5,18.0,5,50,0.144,36,250,0.2
recursion,last,5,6.0,5,50,0.884,221,250,0.2
recursion,last,5,10.0,5,50,0.92,230,250,0.2
recursion,last,5,14.0,5,50,0.488,122,250,0.2
recursion,last,5,18.0,5,50,0.196,49,250,0.2
recursion,avg,8,6.0,5,50,0.44,110,250,0.2
recursion,avg,8,10.0,5,50,0.292,73,250,0.2
recursion,avg,8,14.0,5,50,0.004,1,250,0.2
recursion,avg,8,18.0,5,50,0.0,0,250,0.2
recursion,last,8,6.0,5,50,0.772,193,250,0.2
recursion,last,8,10.0,5,50,0.5,125,250,0.2
recursion,last,8,14.0,5,50,0.052,13,250,0.2
recursion,last,8,18.0,5,50,0.012,3,250,0.2
recursion,last,11,6.0,5,50,0.22,55,250,0.2
recursion,last,11,10.0,5,50,0.072,18,250,0.2
recursion,last,11,14.0,5,50,0.0,0,250,0.2
recursion,last,11,18.0,5,50,0.0,0,250,0.2
recursion,avg,11,6.0,5,50,0.228,57,250,0.2
recursion,avg,11,10.0,5,50,0.036,9,250,0.2
recursion,avg,11,14.0,5,50,0.0,0,250,0.2
recursion,avg,11,18.0,5,50,0.0,0,250,0.2
recursion,avg,14,6.0,5,50,0.056,14,250,0.2
recursion,avg,14,10.0,5,50,0.012,3,250,0.2
recursion,avg,14,14.0,5,50,0.004,1,250,0.2
recursion,avg,14,18.0,5,50,0.004,1,250,0.2
recursion,last,14,6.0,5,50,0.164,41,250,0.2
recursion,last,14,10.0,5,50,0.088,22,250,0.2
recursion,last,14,14.0,5,50,0.06,15,250,0.2
recursion,last,14,18.0,5,50,0.04,10,250,0.2
shutdown,last,2,6.0,5,50,0.54,135,250,0.2
shutdown,last,2,10.0,5,50,0.256,64,250,0.2
shutdown,last,2,14.0,5,50,0.004,1,250,0.2
shutdown,last,2,18.0,5,50,0.032,8,250,0.2
shutdown,avg,2,6.0,5,50,0.996,249,250,0.2
shutdown,avg,2,10.0,5,50,0.7,175,250,0.2
shutdown,avg,2,14.0,5,50,0.36,90,250,0.2
shutdown,avg,2,18.0,5,50,0.24,60,250,0.2
shutdown,last,5,6.0,5,50,0.784,196,250,0.2
shutdown,last,5,10.0,5,50,0.708,177,250,0.2
shutdown,last,5,14.0,5,50,0.668,167,250,0.2
shutdown,last,5,18.0,5,50,0.452,113,250,0.2
shutdown,avg,5,6.0,5,50,0.244,61,250,0.2
shutdown,avg,5,10.0,5,50,0.64,160,250,0.2
shutdown,avg,5,14.0,5,50,0.284,71,250,0.2
shutdown,avg,5,18.0,5,50,0.1,25,250,0.2
shutdown,avg,8,6.0,5,50,0.108,27,250,0.2
shutdown,avg,8,10.0,5,50,0.04,10,250,0.2
shutdown,avg,8,14.0,5,50,0.0,0,250,0.2
shutdown,avg,8,18.0,5,50,0.004,1,250,0.2
shutdown,last,8,6.0,5,50,0.736,184,250,0.2
shutdown,last,8,10.0,5,50,0.552,138,250,0.2
shutdown,last,8,14.0,5,50,0.412,103,250,0.2
shutdown,last,8,18.0,5,50,0.264,66,250,0.2
shutdown,last,11,6.0,5,50,0.172,43,250,0.2
shutdown,last,11,10.0,5,50,0.024,6,250,0.2
shutdown,last,11,14.0,5,50,0.004,1,250,0.2
shutdown,last,11,18.0,5,50,0.0,0,250,0.2
shutdown,avg,11,6.0,5,50,0.04,10,250,0.2
shutdown,avg,11,10.0,5,50,0.004,1,250,0.2
shutdown,avg,11,14.0,5,50,0.0,0,250,0.2
shutdown,avg,11,18.0,5,50,0.0,0,250,0.2
shutdown,avg,14,6.0,5,50,0.052,13,250,0.2
shutdown,avg,14,10.0,5,50,0.008,2,250,0.2
shutdown,avg,14,14.0,5,50,0.004,1,250,0.2
shutdown,avg,14,18.0,5,50,0.004,1,250,0.2
shutdown,last,14,6.0,5,50,0.404,101,250,0.2
shutdown,last,14,10.0,5,50,0.432,108,250,0.2
shutdown,last,14,14.0,5,50,0.372,93,250,0.2
shutdown,last,14,18.0,5,50,0.196,49,250,0.2
